"","","",""
"0-0-0-151-258-1164-1","0","0","0"
"0-0-1-153-258-190-1","0","0","0"
"0-0-6-147-258-39-1","0","0","0"
"0-0-12-155-258-10-1","0","0","0"
"0-0-7-150-258-161-1","0","0","0"
"0-0-6-150-258-62-1","0","0","0"
"0-0-2-150-258-5689-1","0","0","0"
"0-0-0-152-258-405-1","0","0","0"
"0-0-0-145-258-5163-1","0","0","0"
"0-0-0-148-258-1130-1","0","0","0"
"0-0-1-149-258-597-1","0","0","0"
"0-0-7-151-258-341-1","0","0","0"
"0-0-1-146-258-4323-1","0","0","0"
"0-0-1-151-258-116-1","0","0","0"
"0-0-6-150-258-7199-1","0","0","0"
"0-0-1-145-258-2722-1","0","0","0"
"0-0-3-151-258-61-1","0","0","0"
"0-0-1-151-258-5701-1","0","0","0"
"0-0-0-145-258-2153-1","0","0","0"
"0-0-0-150-258-3531-1","0","0","0"
"0-0-0-139-258-901-1","0","0","0"
"0-0-1-146-258-1313-1","0","0","0"
"0-0-8-147-258-41-1","0","0","0"
"0-0-0-147-258-2976-1","0","0","0"
"0-0-0-141-258-571-1","0","0","0"
"0-0-0-152-258-60-1","0","0","0"
"0-0-20-155-258-19-1","0","0","0"
"0-0-1-149-258-3737-1","0","0","0"
"0-0-7-154-258-5111-1","0","0","0"
"0-0-0-151-258-4294-1","0","0","0"
"0-0-0-146-258-227-1","0","0","0"
"0-0-5-151-258-2180-1","0","0","0"
"0-0-0-150-258-2693-1","0","0","0"
"0-0-0-147-258-407-1","0","0","0"
"0-0-1-151-258-1853-1","0","0","0"
"0-0-0-151-258-1284-1","0","0","0"
"0-0-0-151-258-9100-1","0","0","0"
"0-0-0-145-258-8293-1","0","0","0"
"0-0-20-152-258-750-1","0","0","0"
"0-0-7-150-258-281-1","0","0","0"
"0-0-7-150-258-1523-1","0","0","0"
"0-0-0-152-258-525-1","0","0","0"
"0-0-0-148-258-1250-1","0","0","0"
"0-0-7-151-258-461-1","0","0","0"
"0-0-0-144-258-1510-1","0","0","0"
"0-0-0-144-258-3682-1","0","0","0"
"0-0-0-147-258-3934-1","0","0","0"
"0-0-1-151-258-236-1","0","0","0"
"0-0-0-148-258-9728-1","0","0","0"
"0-0-0-145-258-2273-1","0","0","0"
"0-0-0-151-258-5252-1","0","0","0"
"0-0-1-152-258-416-1","0","0","0"
"0-0-0-139-258-1315-1","0","0","0"
"0-0-1-147-258-3034-1","0","0","0"
"0-0-1-146-258-1433-1","0","0","0"
"0-0-0-151-258-120-1","0","0","0"
"0-0-1-151-258-2811-1","0","0","0"
"0-0-0-141-258-691-1","0","0","0"
"0-0-0-145-258-167-1","0","0","0"
"0-0-0-146-258-347-1","0","0","0"
"0-0-0-147-258-527-1","0","0","0"
"0-0-1-147-258-7002-1","0","0","0"
"0-0-6-152-258-870-1","0","0","0"
"0-0-1-146-258-41-1","0","0","0"
"0-0-7-150-258-1643-1","0","0","0"
"0-0-0-148-258-1370-1","0","0","0"
"0-0-6-150-258-1074-1","0","0","0"
"0-0-9-151-258-5085-1","0","0","0"
"0-0-1-150-258-176-1","0","0","0"
"0-0-8-153-258-25-1","0","0","0"
"0-0-1-151-258-356-1","0","0","0"
"0-0-0-151-258-3200-1","0","0","0"
"0-0-1-152-258-536-1","0","0","0"
"0-0-1-149-258-6987-1","0","0","0"
"0-0-1-147-258-3154-1","0","0","0"
"0-0-1-140-258-32-1","0","0","0"
"0-0-1-147-258-101-1","0","0","0"
"0-0-0-151-258-240-1","0","0","0"
"0-0-8-155-258-1818-1","0","0","0"
"0-0-1-149-258-1805-1","0","0","0"
"0-0-6-152-258-4590-1","0","0","0"
"0-0-3-148-258-53-1","0","0","0"
"0-0-0-145-258-287-1","0","0","0"
"0-0-1-149-258-3977-1","0","0","0"
"0-0-6-149-258-1863-1","0","0","0"
"0-0-0-146-258-467-1","0","0","0"
"0-0-0-147-258-647-1","0","0","0"
"0-0-0-149-258-52-1","0","0","0"
"0-0-0-149-258-2419-1","0","0","0"
"0-0-20-152-258-990-1","0","0","0"
"0-0-0-143-258-1018-1","0","0","0"
"0-0-0-149-258-3091-1","0","0","0"
"0-0-2-152-258-110-1","0","0","0"
"0-0-0-148-258-1490-1","0","0","0"
"0-0-0-143-258-43-1","0","0","0"
"0-0-0-144-258-1750-1","0","0","0"
"0-0-1-146-258-2511-1","0","0","0"
"0-0-0-153-258-945-1","0","0","0"
"0-0-1-150-258-296-1","0","0","0"
"0-0-0-148-258-510-1","0","0","0"
"0-0-1-151-258-476-1","0","0","0"
"0-0-7-150-258-27-1","0","0","0"
"0-0-1-147-258-1102-1","0","0","0"
"0-0-1-150-258-2319-1","0","0","0"
"0-0-0-150-258-180-1","0","0","0"
"0-0-1-147-258-221-1","0","0","0"
"0-0-0-150-258-3891-1","0","0","0"
"0-0-0-151-258-360-1","0","0","0"
"0-0-1-148-258-401-1","0","0","0"
"0-0-1-149-258-1925-1","0","0","0"
"0-0-10-152-258-707-1","0","0","0"
"0-0-4-151-258-26-1","0","0","0"
"0-0-12-153-258-291-1","0","0","0"
"0-0-0-151-258-2482-1","0","0","0"
"0-0-6-149-258-1983-1","0","0","0"
"0-0-0-146-258-587-1","0","0","0"
"0-0-1-152-258-1642-1","0","0","0"
"0-0-0-147-258-767-1","0","0","0"
"0-0-7-149-258-1083-1","0","0","0"
"0-0-0-149-258-2539-1","0","0","0"
"0-0-7-150-258-4893-1","0","0","0"
"0-0-0-143-258-1138-1","0","0","0"
"0-0-8-155-258-5906-1","0","0","0"
"0-0-2-152-258-230-1","0","0","0"
"0-0-4-152-258-237-1","0","0","0"
"0-0-2-146-258-277-1","0","0","0"
"0-0-0-146-258-2062-1","0","0","0"
"0-0-0-148-258-630-1","0","0","0"
"0-0-1-151-258-596-1","0","0","0"
"0-0-0-151-258-3440-1","0","0","0"
"0-0-0-149-258-810-1","0","0","0"
"0-0-1-147-258-1222-1","0","0","0"
"0-0-1-146-258-161-1","0","0","0"
"0-0-1-150-258-2439-1","0","0","0"
"0-0-1-152-258-776-1","0","0","0"
"0-0-1-147-258-3394-1","0","0","0"
"0-0-1-147-258-341-1","0","0","0"
"0-0-1-152-258-2600-1","0","0","0"
"0-0-1-146-258-1793-1","0","0","0"
"0-0-0-151-258-480-1","0","0","0"
"0-0-0-148-258-4906-1","0","0","0"
"0-0-1-148-258-521-1","0","0","0"
"0-0-1-149-258-701-1","0","0","0"
"0-0-0-141-258-1904-1","0","0","0"
"0-0-2-151-258-2271-1","0","0","0"
"0-0-4-153-258-100-1","0","0","0"
"0-0-1-152-258-1762-1","0","0","0"
"0-0-0-152-258-1193-1","0","0","0"
"0-0-0-146-258-6030-1","0","0","0"
"0-0-0-147-258-887-1","0","0","0"
"0-0-6-153-258-107-1","0","0","0"
"0-0-9-153-258-871-1","0","0","0"
"0-0-0-149-258-2659-1","0","0","0"
"0-0-1-143-258-1827-1","0","0","0"
"0-0-0-143-258-1258-1","0","0","0"
"0-0-7-151-258-1432-1","0","0","0"
"0-0-1-145-258-2019-1","0","0","0"
"0-0-1-146-258-2751-1","0","0","0"
"0-0-0-146-258-2182-1","0","0","0"
"0-0-0-148-258-750-1","0","0","0"
"0-0-1-144-258-1090-1","0","0","0"
"0-0-2-151-258-4729-1","0","0","0"
"0-0-0-149-258-930-1","0","0","0"
"0-0-1-147-258-1342-1","0","0","0"
"0-0-1-146-258-281-1","0","0","0"
"0-0-2-151-258-39-1","0","0","0"
"0-0-1-150-258-2559-1","0","0","0"
"0-0-1-152-258-896-1","0","0","0"
"0-0-5-152-258-1537-1","0","0","0"
"0-0-1-147-258-461-1","0","0","0"
"0-0-1-148-258-641-1","0","0","0"
"0-0-10-146-258-332-1","0","0","0"
"0-0-1-149-258-821-1","0","0","0"
"0-0-0-149-258-3617-1","0","0","0"
"0-0-2-151-258-2391-1","0","0","0"
"0-0-0-149-258-5789-1","0","0","0"
"0-0-1-152-258-1882-1","0","0","0"
"0-0-1-144-258-207-1","0","0","0"
"0-0-12-152-258-7-1","0","0","0"
"0-0-1-143-258-1947-1","0","0","0"
"0-0-0-146-258-3140-1","0","0","0"
"0-0-0-150-258-706-1","0","0","0"
"0-0-0-143-258-1378-1","0","0","0"
"0-0-5-151-258-3904-1","0","0","0"
"0-0-1-145-258-2139-1","0","0","0"
"0-0-8-153-258-2313-1","0","0","0"
"0-0-1-149-258-17-1","0","0","0"
"0-0-1-146-258-2871-1","0","0","0"
"0-0-1-152-258-40-1","0","0","0"
"0-0-1-151-258-2108-1","0","0","0"
"0-0-0-148-258-870-1","0","0","0"
"0-0-1-148-258-3063-1","0","0","0"
"0-0-1-152-258-2840-1","0","0","0"
"0-0-1-147-258-581-1","0","0","0"
"0-0-1-148-258-761-1","0","0","0"
"0-0-1-145-258-6107-1","0","0","0"
"0-0-1-149-258-941-1","0","0","0"
"0-0-0-149-258-3737-1","0","0","0"
"0-0-7-152-258-4111-1","0","0","0"
"0-0-6-150-258-7543-1","0","0","0"
"0-0-1-141-258-1244-1","0","0","0"
"0-0-1-144-258-327-1","0","0","0"
"0-0-20-147-258-1691-1","0","0","0"
"0-0-2-151-258-1614-1","0","0","0"
"0-0-0-144-258-211-1","0","0","0"
"0-0-0-150-258-826-1","0","0","0"
"0-0-0-146-258-3260-1","0","0","0"
"0-0-0-143-258-1498-1","0","0","0"
"0-0-7-151-258-1672-1","0","0","0"
"0-0-12-151-258-577-1","0","0","0"
"0-0-1-147-258-4592-1","0","0","0"
"0-0-0-146-258-19-1","0","0","0"
"0-0-1-148-258-1011-1","0","0","0"
"0-0-0-148-258-990-1","0","0","0"
"0-0-0-152-258-1719-1","0","0","0"
"0-0-2-148-258-997-1","0","0","0"
"0-0-0-149-258-6867-1","0","0","0"
"0-0-1-141-258-2202-1","0","0","0"
"0-0-1-148-258-881-1","0","0","0"
"0-0-0-146-258-5718-1","0","0","0"
"0-0-0-149-258-3857-1","0","0","0"
"0-0-1-150-258-400-1","0","0","0"
"0-0-0-143-258-2456-1","0","0","0"
"0-0-1-145-258-3217-1","0","0","0"
"0-0-1-144-258-447-1","0","0","0"
"0-0-0-146-258-2708-1","0","0","0"
"0-0-1-145-258-627-1","0","0","0"
"0-0-0-144-258-1047-1","0","0","0"
"0-0-0-143-258-151-1","0","0","0"
"0-0-2-151-258-1734-1","0","0","0"
"0-0-0-150-258-6198-1","0","0","0"
"0-0-1-146-258-807-1","0","0","0"
"0-0-0-144-258-331-1","0","0","0"
"0-0-0-150-258-946-1","0","0","0"
"0-0-8-149-258-219-1","0","0","0"
"0-0-0-145-258-511-1","0","0","0"
"0-0-5-147-258-1357-1","0","0","0"
"0-0-0-150-258-1016-1","0","0","0"
"0-0-0-150-258-3188-1","0","0","0"
"0-0-0-147-258-6164-1","0","0","0"
"0-0-1-148-258-1131-1","0","0","0"
"0-0-1-151-258-2348-1","0","0","0"
"0-0-0-152-258-1839-1","0","0","0"
"0-0-8-154-258-337-1","0","0","0"
"0-0-0-143-258-3414-1","0","0","0"
"0-0-7-155-258-1818-1","0","0","0"
"0-0-0-149-258-1805-1","0","0","0"
"0-0-0-144-258-2005-1","0","0","0"
"0-0-20-152-258-2006-1","0","0","0"
"0-0-0-149-258-3977-1","0","0","0"
"0-0-1-150-258-520-1","0","0","0"
"0-0-1-151-258-700-1","0","0","0"
"0-0-1-151-258-6316-1","0","0","0"
"0-0-1-144-258-567-1","0","0","0"
"0-0-0-146-258-2828-1","0","0","0"
"0-0-6-148-258-152-1","0","0","0"
"0-0-0-144-258-1167-1","0","0","0"
"0-0-0-143-258-271-1","0","0","0"
"0-0-5-150-258-2032-1","0","0","0"
"0-0-1-146-258-927-1","0","0","0"
"0-0-0-147-258-1419-1","0","0","0"
"0-0-0-144-258-451-1","0","0","0"
"0-0-1-151-258-3306-1","0","0","0"
"0-0-0-145-258-631-1","0","0","0"
"0-0-0-149-258-107-1","0","0","0"
"0-0-1-150-258-1705-1","0","0","0"
"0-0-1-147-258-2660-1","0","0","0"
"0-0-0-152-258-4969-1","0","0","0"
"0-0-0-150-258-1136-1","0","0","0"
"0-0-0-146-258-811-1","0","0","0"
"0-0-0-147-258-2091-1","0","0","0"
"0-0-1-143-258-162-1","0","0","0"
"0-0-0-149-258-7945-1","0","0","0"
"0-0-1-148-258-1251-1","0","0","0"
"0-0-1-151-258-2468-1","0","0","0"
"0-0-0-144-258-5135-1","0","0","0"
"0-0-1-152-258-1059-1","0","0","0"
"0-0-0-143-258-3534-1","0","0","0"
"0-0-0-149-258-1925-1","0","0","0"
"0-0-1-150-258-640-1","0","0","0"
"0-0-1-151-258-820-1","0","0","0"
"0-0-3-150-258-647-1","0","0","0"
"0-0-1-148-258-7391-1","0","0","0"
"0-0-1-144-258-687-1","0","0","0"
"0-0-7-153-258-3062-1","0","0","0"
"0-0-1-144-258-1856-1","0","0","0"
"0-0-1-150-258-4835-1","0","0","0"
"0-0-0-144-258-1287-1","0","0","0"
"0-0-1-145-258-867-1","0","0","0"
"0-0-0-143-258-391-1","0","0","0"
"0-0-1-146-258-2048-1","0","0","0"
"0-0-0-144-258-571-1","0","0","0"
"0-0-0-147-258-1539-1","0","0","0"
"0-0-0-153-258-4518-1","0","0","0"
"0-0-1-151-258-3426-1","0","0","0"
"0-0-0-145-258-751-1","0","0","0"
"0-0-0-149-258-227-1","0","0","0"
"0-0-1-147-258-2780-1","0","0","0"
"0-0-0-146-258-931-1","0","0","0"
"0-0-0-150-258-1256-1","0","0","0"
"0-0-1-143-258-282-1","0","0","0"
"0-0-1-152-258-2017-1","0","0","0"
"0-0-5-149-258-998-1","0","0","0"
"0-0-1-148-258-1371-1","0","0","0"
"0-0-5-150-258-337-1","0","0","0"
"0-0-1-149-258-118-1","0","0","0"
"0-0-5-151-258-517-1","0","0","0"
"0-0-1-146-258-6016-1","0","0","0"
"0-0-0-143-258-3654-1","0","0","0"
"0-0-7-154-258-461-1","0","0","0"
"0-0-0-151-258-95-1","0","0","0"
"0-0-1-146-258-3006-1","0","0","0"
"0-0-1-150-258-760-1","0","0","0"
"0-0-0-147-258-8200-1","0","0","0"
"0-0-20-147-258-11-1","0","0","0"
"0-0-1-145-258-1405-1","0","0","0"
"0-0-1-151-258-940-1","0","0","0"
"0-0-7-149-258-688-1","0","0","0"
"0-0-20-152-258-44-1","0","0","0"
"0-0-10-153-258-107-1","0","0","0"
"0-0-6-148-258-392-1","0","0","0"
"0-0-0-140-258-53-1","0","0","0"
"0-0-5-148-258-1146-1","0","0","0"
"0-0-0-147-258-1659-1","0","0","0"
"0-0-0-148-258-167-1","0","0","0"
"0-0-0-145-258-871-1","0","0","0"
"0-0-0-149-258-347-1","0","0","0"
"0-0-1-150-258-1945-1","0","0","0"
"0-0-5-153-258-4696-1","0","0","0"
"0-0-0-150-258-1376-1","0","0","0"
"0-0-1-149-258-3092-1","0","0","0"
"0-0-0-147-258-4352-1","0","0","0"
"0-0-7-148-258-5-1","0","0","0"
"0-0-1-149-258-238-1","0","0","0"
"0-0-1-140-258-148-1","0","0","0"
"0-0-1-150-258-880-1","0","0","0"
"0-0-0-141-258-212-1","0","0","0"
"0-0-1-145-258-3697-1","0","0","0"
"0-0-10-149-258-25-1","0","0","0"
"0-0-1-150-258-2903-1","0","0","0"
"0-0-10-154-258-58-1","0","0","0"
"0-0-1-149-258-4050-1","0","0","0"
"0-0-5-148-258-1266-1","0","0","0"
"0-0-0-148-258-287-1","0","0","0"
"0-0-0-145-258-991-1","0","0","0"
"0-0-0-149-258-467-1","0","0","0"
"0-0-1-149-258-1040-1","0","0","0"
"0-0-1-145-258-76-1","0","0","0"
"0-0-0-147-258-4472-1","0","0","0"
"0-0-1-148-258-178-1","0","0","0"
"0-0-1-149-258-358-1","0","0","0"
"0-0-0-140-258-1470-1","0","0","0"
"0-0-0-148-258-3063-1","0","0","0"
"0-0-12-150-258-2-1","0","0","0"
"0-0-0-144-258-3323-1","0","0","0"
"0-0-10-151-258-2840-1","0","0","0"
"0-0-8-150-258-50-1","0","0","0"
"0-0-0-143-258-917-1","0","0","0"
"0-0-4-151-258-641-1","0","0","0"
"0-0-0-145-258-4086-1","0","0","0"
"0-0-4-155-258-117-1","0","0","0"
"0-0-1-141-258-448-1","0","0","0"
"0-0-12-152-258-1100-1","0","0","0"
"0-0-7-153-258-4260-1","0","0","0"
"0-0-0-150-258-5464-1","0","0","0"
"0-0-0-147-258-2737-1","0","0","0"
"0-0-0-141-258-332-1","0","0","0"
"0-0-0-145-258-1076-1","0","0","0"
"0-0-0-151-258-4055-1","0","0","0"
"0-0-0-150-258-2454-1","0","0","0"
"0-0-0-148-258-7031-1","0","0","0"
"0-0-1-149-258-4170-1","0","0","0"
"0-0-0-148-258-87-1","0","0","0"
"0-0-0-147-258-1899-1","0","0","0"
"0-0-1-151-258-1614-1","0","0","0"
"0-0-0-151-258-1045-1","0","0","0"
"0-0-1-145-258-8623-1","0","0","0"
"0-0-0-149-258-587-1","0","0","0"
"0-0-0-144-258-6453-1","0","0","0"
"0-0-6-152-258-511-1","0","0","0"
"0-0-1-149-258-1160-1","0","0","0"
"0-0-1-152-258-2377-1","0","0","0"
"0-0-1-146-258-7214-1","0","0","0"
"0-0-0-147-258-4592-1","0","0","0"
"0-0-7-153-258-6718-1","0","0","0"
"0-0-1-141-258-3760-1","0","0","0"
"0-0-1-148-258-298-1","0","0","0"
"0-0-0-148-258-1011-1","0","0","0"
"0-0-7-151-258-222-1","0","0","0"
"0-0-1-149-258-478-1","0","0","0"
"0-0-12-152-258-4230-1","0","0","0"
"0-0-0-143-258-1842-1","0","0","0"
"0-0-8-151-258-2616-1","0","0","0"
"0-0-1-145-258-2603-1","0","0","0"
"0-0-7-151-258-2047-1","0","0","0"
"0-0-0-150-258-3412-1","0","0","0"
"0-0-2-150-258-1060-1","0","0","0"
"0-0-0-140-258-272-1","0","0","0"
"0-0-1-143-258-928-1","0","0","0"
"0-0-1-145-258-1765-1","0","0","0"
"0-0-0-151-258-2003-1","0","0","0"
"0-0-0-141-258-452-1","0","0","0"
"0-0-1-149-258-3618-1","0","0","0"
"0-0-7-148-258-2013-1","0","0","0"
"0-0-7-155-258-2-1","0","0","0"
"0-0-0-145-258-1196-1","0","0","0"
"0-0-0-151-258-4175-1","0","0","0"
"0-0-0-146-258-108-1","0","0","0"
"0-0-0-150-258-2574-1","0","0","0"
"0-0-7-152-258-747-1","0","0","0"
"0-0-1-151-258-1734-1","0","0","0"
"0-0-0-151-258-1165-1","0","0","0"
"0-0-0-145-258-6002-1","0","0","0"
"0-0-20-151-258-451-1","0","0","0"
"0-0-7-153-258-927-1","0","0","0"
"0-0-6-151-258-451-1","0","0","0"
"0-0-0-144-258-4401-1","0","0","0"
"0-0-12-155-258-11-1","0","0","0"
"0-0-0-141-258-2639-1","0","0","0"
"0-0-1-149-258-1280-1","0","0","0"
"0-0-0-143-258-2800-1","0","0","0"
"0-0-7-150-258-162-1","0","0","0"
"0-0-0-152-258-406-1","0","0","0"
"0-0-8-153-258-818-1","0","0","0"
"0-0-0-148-258-1131-1","0","0","0"
"0-0-7-151-258-342-1","0","0","0"
"0-0-1-149-258-598-1","0","0","0"
"0-0-0-143-258-1962-1","0","0","0"
"0-0-1-151-258-117-1","0","0","0"
"0-0-1-145-258-2723-1","0","0","0"
"0-0-3-151-258-62-1","0","0","0"
"0-0-0-145-258-2154-1","0","0","0"
"0-0-1-143-258-1062-1","0","0","0"
"0-0-1-141-258-688-1","0","0","0"
"0-0-7-148-258-929-1","0","0","0"
"0-0-0-147-258-2977-1","0","0","0"
"0-0-0-141-258-572-1","0","0","0"
"0-0-0-152-258-61-1","0","0","0"
"0-0-0-151-258-2123-1","0","0","0"
"0-0-1-145-258-1885-1","0","0","0"
"0-0-0-151-258-4295-1","0","0","0"
"0-0-7-153-258-1490-1","0","0","0"
"0-0-0-146-258-228-1","0","0","0"
"0-0-0-150-258-2694-1","0","0","0"
"0-0-0-147-258-408-1","0","0","0"
"0-0-7-152-258-867-1","0","0","0"
"0-0-1-151-258-1854-1","0","0","0"
"0-0-0-151-258-1285-1","0","0","0"
"0-0-6-151-258-571-1","0","0","0"
"0-0-0-148-258-4261-1","0","0","0"
"0-0-0-144-258-4521-1","0","0","0"
"0-0-10-152-258-182-1","0","0","0"
"0-0-6-153-258-931-1","0","0","0"
"0-0-0-152-258-526-1","0","0","0"
"0-0-0-148-258-1251-1","0","0","0"
"0-0-0-144-258-1511-1","0","0","0"
"0-0-5-149-258-5023-1","0","0","0"
"0-0-0-147-258-3935-1","0","0","0"
"0-0-1-151-258-237-1","0","0","0"
"0-0-1-145-258-2843-1","0","0","0"
"0-0-0-145-258-2274-1","0","0","0"
"0-0-1-152-258-417-1","0","0","0"
"0-0-1-147-258-3035-1","0","0","0"
"0-0-0-151-258-121-1","0","0","0"
"0-0-1-146-258-1434-1","0","0","0"
"0-0-9-150-258-15-1","0","0","0"
"0-0-0-151-258-2243-1","0","0","0"
"0-0-0-145-258-168-1","0","0","0"
"0-0-0-146-258-348-1","0","0","0"
"0-0-0-141-258-3717-1","0","0","0"
"0-0-5-149-258-1175-1","0","0","0"
"0-0-1-152-258-1403-1","0","0","0"
"0-0-4-152-258-1792-1","0","0","0"
"0-0-0-147-258-528-1","0","0","0"
"0-0-0-148-258-3709-1","0","0","0"
"0-0-10-155-258-24-1","0","0","0"
"0-0-4-148-258-1026-1","0","0","0"
"0-0-1-140-258-1216-1","0","0","0"
"0-0-0-148-258-4381-1","0","0","0"
"0-0-1-147-258-11032-1","0","0","0"
"0-0-0-145-258-3232-1","0","0","0"
"0-0-0-151-258-6211-1","0","0","0"
"0-0-1-146-258-42-1","0","0","0"
"0-0-0-152-258-646-1","0","0","0"
"0-0-0-148-258-1371-1","0","0","0"
"0-0-0-144-258-1631-1","0","0","0"
"0-0-1-147-258-6165-1","0","0","0"
"0-0-0-150-258-4610-1","0","0","0"
"0-0-0-153-258-826-1","0","0","0"
"0-0-1-150-258-177-1","0","0","0"
"0-0-8-153-258-26-1","0","0","0"
"0-0-1-151-258-357-1","0","0","0"
"0-0-0-139-258-1436-1","0","0","0"
"0-0-0-150-258-1600-1","0","0","0"
"0-0-1-140-258-33-1","0","0","0"
"0-0-10-150-258-228-1","0","0","0"
"0-0-1-147-258-102-1","0","0","0"
"0-0-0-151-258-241-1","0","0","0"
"0-0-1-146-258-1554-1","0","0","0"
"0-0-1-152-258-4533-1","0","0","0"
"0-0-0-151-258-2363-1","0","0","0"
"0-0-0-145-258-288-1","0","0","0"
"0-0-0-145-258-7200-1","0","0","0"
"0-0-0-146-258-468-1","0","0","0"
"0-0-0-147-258-648-1","0","0","0"
"0-0-0-149-258-53-1","0","0","0"
"0-0-1-153-258-2286-1","0","0","0"
"0-0-0-141-258-2999-1","0","0","0"
"0-0-0-143-258-1019-1","0","0","0"
"0-0-0-149-258-3092-1","0","0","0"
"0-0-0-145-258-3352-1","0","0","0"
"0-0-0-148-258-1491-1","0","0","0"
"0-0-0-143-258-44-1","0","0","0"
"0-0-0-144-258-1751-1","0","0","0"
"0-0-7-155-258-178-1","0","0","0"
"0-0-1-146-258-2512-1","0","0","0"
"0-0-1-150-258-297-1","0","0","0"
"0-0-0-148-258-511-1","0","0","0"
"0-0-1-151-258-477-1","0","0","0"
"0-0-0-151-258-3321-1","0","0","0"
"0-0-7-150-258-28-1","0","0","0"
"0-0-1-147-258-1103-1","0","0","0"
"0-0-20-150-258-917-1","0","0","0"
"0-0-9-151-258-2196-1","0","0","0"
"0-0-1-147-258-3275-1","0","0","0"
"0-0-1-147-258-222-1","0","0","0"
"0-0-0-151-258-361-1","0","0","0"
"0-0-1-148-258-402-1","0","0","0"
"0-0-0-148-258-6959-1","0","0","0"
"0-0-1-149-258-1926-1","0","0","0"
"0-0-5-150-258-801-1","0","0","0"
"0-0-4-151-258-27-1","0","0","0"
"0-0-4-148-258-2104-1","0","0","0"
"0-0-0-151-258-2483-1","0","0","0"
"0-0-0-146-258-588-1","0","0","0"
"0-0-0-147-258-768-1","0","0","0"
"0-0-0-148-258-3949-1","0","0","0"
"0-0-0-143-258-4149-1","0","0","0"
"0-0-0-149-258-4050-1","0","0","0"
"0-0-3-151-258-167-1","0","0","0"
"0-0-1-149-258-8904-1","0","0","0"
"0-0-3-152-258-347-1","0","0","0"
"0-0-0-143-258-1139-1","0","0","0"
"0-0-0-149-258-1040-1","0","0","0"
"0-0-0-145-258-1300-1","0","0","0"
"0-0-7-151-258-3485-1","0","0","0"
"0-0-6-153-258-39-1","0","0","0"
"0-0-0-145-258-3472-1","0","0","0"
"0-0-1-143-258-2380-1","0","0","0"
"0-0-0-152-258-886-1","0","0","0"
"0-0-4-144-258-8504-1","0","0","0"
"0-0-0-144-258-1871-1","0","0","0"
"0-0-0-152-258-5042-1","0","0","0"
"0-0-0-148-258-631-1","0","0","0"
"0-0-1-151-258-597-1","0","0","0"
"0-0-0-149-258-811-1","0","0","0"
"0-0-2-148-258-638-1","0","0","0"
"0-0-1-147-258-1223-1","0","0","0"
"0-0-1-153-258-4202-1","0","0","0"
"0-0-1-146-258-162-1","0","0","0"
"0-0-1-152-258-777-1","0","0","0"
"0-0-0-150-258-1840-1","0","0","0"
"0-0-6-151-258-4099-1","0","0","0"
"0-0-0-141-258-4915-1","0","0","0"
"0-0-1-153-258-957-1","0","0","0"
"0-0-0-151-258-481-1","0","0","0"
"0-0-1-146-258-1794-1","0","0","0"
"0-0-0-148-258-4907-1","0","0","0"
"0-0-1-148-258-522-1","0","0","0"
"0-0-5-150-258-921-1","0","0","0"
"0-0-1-149-258-702-1","0","0","0"
"0-0-6-151-258-1089-1","0","0","0"
"0-0-0-141-258-1905-1","0","0","0"
"0-0-7-150-258-928-1","0","0","0"
"0-0-1-152-258-1763-1","0","0","0"
"0-0-0-152-258-1194-1","0","0","0"
"0-0-1-141-258-1005-1","0","0","0"
"0-0-0-147-258-888-1","0","0","0"
"0-0-6-153-258-108-1","0","0","0"
"0-0-0-149-258-4170-1","0","0","0"
"0-0-0-145-258-4430-1","0","0","0"
"0-0-1-150-258-6408-1","0","0","0"
"0-0-6-150-258-2273-1","0","0","0"
"0-0-0-147-258-10999-1","0","0","0"
"0-0-0-143-258-1259-1","0","0","0"
"0-0-0-149-258-1160-1","0","0","0"
"0-0-0-145-258-1420-1","0","0","0"
"0-0-3-152-258-2707-1","0","0","0"
"0-0-1-147-258-4353-1","0","0","0"
"0-0-0-144-258-1991-1","0","0","0"
"0-0-1-152-258-5731-1","0","0","0"
"0-0-0-146-258-2183-1","0","0","0"
"0-0-1-144-258-1091-1","0","0","0"
"0-0-0-148-258-751-1","0","0","0"
"0-0-0-143-258-8237-1","0","0","0"
"0-0-4-148-258-103-1","0","0","0"
"0-0-0-151-258-3561-1","0","0","0"
"0-0-0-149-258-931-1","0","0","0"
"0-0-1-147-258-1343-1","0","0","0"
"0-0-0-139-258-1796-1","0","0","0"
"0-0-1-147-258-462-1","0","0","0"
"0-0-1-150-258-1060-1","0","0","0"
"0-0-1-148-258-642-1","0","0","0"
"0-0-7-151-258-5401-1","0","0","0"
"0-0-1-149-258-822-1","0","0","0"
"0-0-0-149-258-3618-1","0","0","0"
"0-0-1-152-258-1883-1","0","0","0"
"0-0-0-147-258-11957-1","0","0","0"
"0-0-1-144-258-208-1","0","0","0"
"0-0-7-151-258-4563-1","0","0","0"
"0-0-12-152-258-8-1","0","0","0"
"0-0-1-146-258-3710-1","0","0","0"
"0-0-0-150-258-707-1","0","0","0"
"0-0-0-146-258-3141-1","0","0","0"
"0-0-0-143-258-1379-1","0","0","0"
"0-0-1-146-258-5882-1","0","0","0"
"0-0-0-149-258-1280-1","0","0","0"
"0-0-0-145-258-1540-1","0","0","0"
"0-0-3-152-258-2827-1","0","0","0"
"0-0-1-149-258-18-1","0","0","0"
